ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
1__32279671__32280210__1:32279671|32280210	0.2651	0.3692	0.3938	0.5687	0.1906	0.5854	0.2735	0.3877	0.447	0.6202	0.3774	0.2678	0.4901	0.9484	0.4994	0.383	0.2983	0.6036	0.3586	0.27	0.3423	0.3866	0.4444	0.4767	0.2555	0.4264	0.6795	0.7754	0.2438	0.2709	0.3803	0.532	0.5735	0.3485	0.0895	0.9335	0.3797	0.4626	0.3189	0.4559
1__32627508__32634792__1:32627508|32634792	0.1427	0.0923	0.1036	0.2205	0.0953	0.1951	0.1367	0	0.0931	0.1908	0.0993	0.1236	0.1423	0.4452	0.2113	0.2006	0.2983	0.3421	0.1674	0.2077	0.2396	0.1546	0.0889	0.1538	0.1597	0.29	0.2192	0.5305	0.1741	0.2549	0.2247	0.335	0.2514	0.2376	0	0.2513	0.1266	0.2247	0.1913	0.152
1__32633645__32634110__1:32633645|32634110	0.0408	0.1385	0.0415	0.058	0.0763	0.0901	0.0855	0	0.0186	0.0239	0.1192	0.103	0.0632	0.0968	0.1921	0.0365	0.0373	0	0.0478	0.1038	0.0342	0.2062	0.0296	0.0461	0.0958	0.0682	0	0.1428	0.0348	0.0159	0.0864	0.0394	0.0628	0.0792	0.0895	0.0718	0.0362	0.0661	0	0.0868
1__33294937__33295305__1:33294937|33295305	0.1427	0.1539	0.3938	0.2902	0.3431	0.2702	0.188	0.0816	0.1117	0.3578	0.4767	0.309	0.4268	0.5807	0.3841	0.2553	0.3916	0.503	0.0956	0.4984	0.2738	0.3608	0.3555	0.2614	0.5429	0.3753	0.4603	0.4489	0.3308	0.2868	0.3975	0.5123	0.3535	0.3644	0.2087	0.5386	0.2712	0.3569	0.4677	0.4342
1__35104295__35110447__1:35104295|35110447	0.0408	0.0462	0.0415	0	0	0.045	0	0	0.0372	0.0239	0.0199	0.0412	0.0632	0.0774	0.0192	0.0912	0.0373	0.0201	0	0.0415	0	0	0	0	0.016	0.0171	0	0.102	0	0.0319	0.121	0.0788	0.0393	0.0158	0.0298	0.018	0	0.0132	0	0
1__35358925__35361789__1:35358925|35361789	0.5301	1.077	1.0156	0.8937	0.7625	0.7956	0.4957	0.4897	0.6518	1.2643	0.9732	1.1742	0.8853	1.8194	1.2484	1.0759	0.8204	0.9457	0.7651	0.8306	0.6161	0.9021	0.6814	0.8918	0.7345	0.9722	0.8987	1.6731	0.5398	0.9878	0.9161	1.0049	1.0055	1.0615	0.5665	1.0413	0.922	0.7269	0.7866	0.8901
1__35381259__35389082__1:35381259|35389082	0.0408	0	0.0415	0	0	0.015	0.0171	0	0	0.0716	0.0397	0.0206	0	0.0581	0.0192	0	0	0	0.0239	0	0.0342	0	0.0741	0	0.0319	0	0.0877	0.0204	0.0522	0.0478	0.0346	0	0.0628	0.0475	0	0.0539	0.0181	0	0.0213	0
1__35392212__35399576__1:35392212|35399576	0.0408	0	0	0.0232	0.0381	0.0751	0	0.0204	0	0.0716	0	0.0206	0.0158	0.0387	0.0768	0.0365	0.0559	0.0201	0	0.0208	0.0342	0.0258	0	0.0154	0	0.0171	0.0219	0	0	0.0319	0.0864	0	0.0157	0.0475	0.0298	0.0539	0	0.0264	0.0213	0.0434
1__35413972__35415714__1:35413972|35415714	0.1427	0.3231	0.3316	0.2205	0.1334	0.2252	0.0855	0.1224	0.0745	0.2624	0.2383	0.3296	0.2529	0.3097	0.3841	0.2735	0.2237	0.2616	0.1195	0.1246	0.1027	0.2062	0.2815	0.2306	0.3513	0.1706	0.3507	0.4489	0.2438	0.2549	0.363	0.3547	0.1964	0.1743	0.2385	0.3411	0.1808	0.2776	0.2976	0.2605
1__35470863__35479212__1:35470863|35479212	0.0612	0.0615	0.1658	0.0812	0.0763	0.045	0	0.0204	0.0372	0.0716	0	0	0.079	0.0387	0.1921	0.0365	0.0559	0.1006	0.0478	0.0831	0.0685	0.0515	0.0444	0.0461	0.0479	0.0682	0.0438	0.0816	0	0.1593	0.0864	0.1182	0.0393	0.0951	0	0.0718	0.0542	0.1322	0.085	0.0434
1__36361221__36362656__1:36361221|36362656	0.4078	0.6616	0.6632	0.65	0.4385	0.5704	0.0855	0.1428	0.0372	0.4771	0.5164	0.5768	0.1265	0.3484	0.6722	0.6747	0.2983	0.1408	0.1195	0.4153	0.2396	0.5412	0.5037	0.1999	0.1277	0.1365	0.5699	0.2857	0.505	0.5417	0.2074	0.1379	0.5499	0.6337	0.4174	0.1795	0.4881	0.0925	0.4039	0.4559
1__39439274__39439500__1:39439274|39439500	0.0612	0.1231	0	0.0812	0.0763	0.0901	0.0171	0.0204	0.0931	0.0716	0.0397	0.0412	0.0158	0.1355	0.096	0.1277	0.0373	0.1006	0.0478	0.0831	0	0.0515	0.1037	0	0.1118	0.0682	0.0219	0.1224	0.1219	0.0319	0.0519	0.197	0.1178	0.0317	0.0895	0.1077	0.0362	0.0661	0.0638	0.0217
1__39853970__39857417__1:39853970|39857417	0.0408	0.0923	0.0415	0.2089	0.1525	0.1351	0.0342	0.1224	0.0745	0.3101	0.2383	0.0824	0.1581	0.1936	0.2113	0.1641	0.0746	0.1811	0.1195	0.1454	0.1027	0.2062	0.2074	0.0769	0.1437	0.1706	0.1096	0.3469	0	0.0797	0.1556	0.1773	0.1493	0.206	0.2385	0.1795	0.1446	0.1057	0.2126	0.1303
1__40064227__40064559__1:40064227|40064559	0.1223	0.0615	0.0415	0.0348	0.1525	0.1501	0.0171	0.0408	0.0559	0.1431	0.1192	0.0618	0.1107	0.1742	0.0192	0.1094	0.0746	0.1207	0.0956	0.0208	0.0342	0.0515	0.0741	0	0.1277	0.1023	0.1534	0.0204	0.0697	0.0956	0.0864	0.0591	0.1021	0.0317	0.1193	0.1616	0.0904	0.0397	0.2338	0.0434
1__40189055__40202614__1:40189055|40202614	0.0612	0.1077	0.0829	0.1393	0.1144	0.1051	0.0513	0.0612	0.0372	0.1908	0.0199	0.1648	0.1265	0.2323	0.0768	0.1277	0.2424	0.2213	0.0478	0.1038	0.2396	0.1804	0.0741	0.0461	0.0958	0.1365	0.0877	0.2448	0.1567	0.0797	0.1383	0.0985	0.0943	0.0475	0.1491	0.1436	0.1085	0.1454	0.1488	0.0651
1__40190772__40202614__1:40190772|40202614	0.0408	0.0769	0	0	0.0191	0.06	0.0342	0.0204	0.0745	0.1193	0.0397	0.0618	0.0158	0.1161	0.0384	0.0912	0.0559	0.1006	0	0.0623	0	0.1289	0.0296	0.0308	0.0798	0.0682	0.0219	0.1428	0.0174	0.1275	0.0346	0	0.0707	0.0475	0.0596	0.0898	0.0181	0.0397	0.0638	0.0217
1__40267786__40272035__1:40267786|40272035	0.0408	0	0.0415	0.058	0.0191	0.0751	0	0.0204	0.0372	0	0.0199	0.0412	0	0.1161	0.0576	0.0365	0.0559	0	0	0	0	0.0515	0.0444	0.0308	0.0479	0.0341	0.0438	0.102	0	0.0319	0.0691	0	0.055	0	0.0298	0.0539	0.0181	0.0132	0.0425	0
1__41070595__41075451__1:41070595|41075451	0.7137	0.8308	1.1814	1.532	0.9532	1.4861	0.4444	0.5714	0.7822	1.2881	0.9136	1.2978	0.996	1.6065	1.3252	0.7659	0.6712	1.2676	0.789	1.0798	0.8557	1.1598	0.3111	0.938	1.3093	1.0916	1.4029	1.4487	0.801	0.8126	0.8815	1.4186	0.9741	1.0932	0.6858	1.2746	1.0486	0.6741	1.233	0.8033
1__42265115__42278672__1:42265115|42278672	0.1427	0.2616	0.1244	0.1741	0.1906	0.2402	0.1538	0.0816	0.2049	0.1908	0.2979	0.3296	0.2371	0.8129	0.2497	0.31	0.317	0.4829	0.2152	0.2907	0.2738	0.3093	0.2222	0.2306	0.3193	0.2388	0.1534	0.3061	0.2786	0.2709	0.2766	0.1576	0.3928	0.301	0.4174	0.4129	0.3073	0.2776	0.2338	0.1954
1__45566569__45567020__1:45566569|45567020	0.0612	0.0154	0.0829	0.0348	0.0191	0.0751	0	0	0.0186	0.0716	0.0199	0	0.0474	0.1355	0.0576	0	0.0746	0.0805	0.0239	0.0415	0	0.0773	0.1185	0.1076	0.0639	0.0682	0.1315	0.0612	0.0174	0.0797	0.0346	0.1182	0.0393	0	0.0596	0.0898	0.0723	0.119	0.1063	0.1303
1__45640210__45642499__1:45640210|45642499	0.4894	0.6154	0.8912	1.033	0.5528	1.0208	0.2393	0.4693	0.4097	0.7156	0.8143	0.6592	0.8537	1.4323	0.8643	0.5471	0.895	0.825	0.7651	0.4984	0.5476	0.8248	0.7555	0.4613	0.8303	0.7164	1.2933	1.3671	0.592	0.9241	1.0198	1.0837	0.8563	0.602	0.5367	1.0592	0.6689	0.6741	0.8929	0.825
1__45727631__45729769__1:45727631|45729769	0.102	0	0.0207	0.0232	0	0.03	0	0	0	0	0.0199	0	0.0158	0.0774	0	0	0.0373	0.0201	0	0.0415	0	0	0.0148	0.0461	0.0479	0	0.0219	0.0612	0.0174	0.0319	0.0519	0.0197	0.0236	0.0475	0.0298	0	0.0362	0.0397	0.0213	0.0434
1__47368469__47375293__1:47368469|47375293	0.0612	0.0923	0.1451	0.0812	0.0572	0.045	0.0171	0.0408	0.0931	0.1908	0.0993	0.0412	0.0474	0.2323	0.0192	0.0912	0.0559	0.0805	0	0.0623	0	0.0515	0.0593	0.0308	0.1118	0.0512	0.0877	0.1224	0.0871	0.1275	0.0691	0.0788	0.1414	0.0634	0.0596	0.1077	0.0904	0.0793	0.0638	0.0651
1__48355670__48359770__1:48355670|48359770	0.0816	0.0615	0.1244	0.0696	0	0.1501	0.0513	0.0816	0.0745	0.0954	0.0397	0.103	0.0316	0.3484	0.096	0.0912	0.0746	0.1408	0.1674	0.1246	0.0342	0.232	0.0889	0.1384	0.0639	0.1876	0.1315	0.2244	0.0174	0.0637	0.121	0.0788	0.11	0.0951	0.0298	0.1257	0.0181	0.119	0.0638	0.0651
1__50655442__50744775__1:50655442|50744775	0.0408	0.0154	0	0.0929	0.0381	0.1051	0.0342	0.0612	0	0	0.0199	0.0206	0.0632	0.1355	0.0576	0.1277	0.0186	0.1207	0.1195	0.0415	0.0342	0	0.0148	0.0923	0.0798	0.0682	0.1534	0.0204	0.0348	0	0.0864	0.0591	0.0628	0	0.0298	0.1616	0.0723	0	0.0638	0.0217
1__51405905__51408332__1:51405905|51408332	0.0612	0.0615	0.0622	0.1625	0	0.1201	0.0171	0.0204	0.0559	0.167	0.0199	0.0618	0.0949	0.0968	0.0768	0	0.0373	0.2012	0.0956	0.0831	0	0.0773	0.0296	0.0308	0.0798	0.0512	0.0658	0.1632	0.0522	0.0637	0.0346	0.0394	0.0471	0.0317	0.0596	0.2693	0	0.0661	0.1063	0.0651
1__51772070__51772723__1:51772070|51772723	0.0408	0.0462	0.0207	0.0232	0.0572	0.0751	0.0342	0	0.0186	0	0.0199	0	0.0158	0.0194	0	0.0182	0.0186	0.0201	0.0239	0.0415	0.0342	0	0.0296	0.0769	0.0798	0.0341	0.0438	0.0408	0.0522	0.0478	0.0346	0.0788	0.0471	0.0317	0.0895	0.0718	0.0904	0.0264	0.0425	0.0434
1__51827796__51834170__1:51827796|51834170	0.1223	0.0308	0.1658	0.0348	0.0763	0.2252	0.0342	0.0408	0.0745	0.0239	0.3178	0.1442	0.2055	0.1742	0.0192	0.2371	0.1865	0.3622	0.2869	0.2907	0.1369	0.5155	0.3111	0.2768	0.1916	0.307	0.3069	0.5509	0.0348	0.2709	0.1728	0.3152	0.2357	0.0475	0.0895	0.4129	0.235	0.0132	0.2764	0
1__52477708__52481923__1:52477708|52481923	0.367	0.3385	0.2487	0.5455	0.2097	0.3302	0.1197	0.1224	0.1304	0.3817	0.2185	0.412	0.3162	0.9484	0.4801	0.2553	0.1865	0.4427	0.3586	0.3115	0.2738	0.4639	0.3852	0.2614	0.3673	0.29	0.2192	0.6529	0.3657	0.4461	0.4321	0.3152	0.2985	0.2535	0.328	0.5027	0.1266	0.3965	0.2976	0.2822
1__52477708__52489035__1:52477708|52489035	0.0612	0.0462	0.0415	0.1277	0.0191	0.03	0.0171	0.0204	0.0372	0.0477	0.1192	0.103	0	0.2516	0	0.0547	0.0373	0.1006	0.0956	0.0831	0.0342	0.0515	0.0889	0.123	0.0319	0.0512	0.0658	0.0612	0.0871	0.0478	0.0346	0.0394	0.0471	0.0634	0.0895	0.1077	0	0.0132	0.0213	0.0434
1__52493611__52509712__1:52493611|52509712	0.836	0.6462	0.8498	1.033	0.6291	1.0958	0.4615	0.6122	0.3725	1.0973	0.5958	0.5356	0.9643	1.7226	0.749	0.4377	0.5221	1.1268	0.6217	0.4776	0.5476	0.9278	0.7407	0.6304	1.1337	0.9722	0.7672	1.0814	0.7313	0.7329	1.0716	0.532	0.9819	0.4119	0.7454	1.2028	0.6147	0.3701	0.7866	0.825
1__52509596__52526373__1:52509596|52526373	0.102	0.2616	0.3316	0.3598	0.1906	0.2402	0.1197	0.0612	0.1862	0.3817	0.1986	0.1648	0.1897	0.6774	0.3649	0.3465	0.2051	0.2012	0.1913	0.1454	0.2054	0.1546	0.2518	0.1076	0.2874	0.2047	0.2192	0.3469	0.1393	0.2868	0.4494	0.1773	0.2907	0.2693	0.1491	0.4129	0.1266	0.1454	0.1913	0.1737
1__52515891__52526373__1:52515891|52526373	0.6933	0.7231	0.8083	0.9169	0.591	0.9457	0.4444	0.3877	0.4842	1.479	0.8143	0.9888	0.7746	1.5871	0.8259	0.9665	0.839	1.1268	0.6456	0.6645	0.753	0.9021	0.6962	0.5997	0.8303	0.904	0.9206	1.2446	0.6095	0.8922	0.8469	0.729	0.7463	0.8397	0.8051	1.2926	0.6147	0.608	0.7228	0.7815
1__53233542__53235635__1:53233542|53235635	0.102	0	0	0.0348	0.0572	0.06	0.0513	0	0	0	0.0397	0.103	0	0.1161	0.1152	0.0729	0	0.0604	0.0478	0.0623	0	0	0.0296	0.0615	0.0639	0.0682	0.1096	0.0408	0.0522	0.0478	0.0346	0.0591	0.0314	0.0317	0	0.0898	0.0542	0.0529	0.0213	0
1__53800693__53832591__1:53800693|53832591	0.0408	0.0615	0.0829	0.0348	0.0572	0.1201	0.0684	0.0204	0	0.0716	0.0199	0.0412	0.0158	0.0194	0	0.0547	0.0559	0.1207	0	0.0415	0	0.0515	0.0296	0.0308	0.0639	0.0682	0.0877	0	0.1045	0.0797	0.0519	0.0197	0.0314	0.0634	0.0596	0.0718	0.0904	0.0397	0.0425	0
1__53818971__53832591__1:53818971|53832591	0.0408	0	0.0207	0.0348	0	0.06	0.0171	0.0204	0.0186	0.0716	0.0199	0.0412	0.0158	0.0387	0	0	0	0	0.0478	0.0208	0	0.0515	0	0.0154	0.0479	0.0682	0	0.0816	0.0174	0.0319	0.0346	0.0197	0.0157	0.0158	0.0298	0.018	0.0723	0.0132	0	0
1__54040756__54047372__1:54040756|54047372	0.0612	0.0308	0.1244	0.0464	0.0763	0.045	0.1026	0	0	0.0239	0.1192	0.1236	0.0474	0.2129	0.2113	0.1277	0.0746	0.1408	0.0239	0.0415	0.0342	0.0258	0	0.0154	0.016	0.1023	0	0.2653	0.0697	0.0797	0.1901	0.0591	0.0864	0	0.0895	0.0898	0.0723	0.0264	0.1276	0.0651
1__58506060__58534331__1:58506060|58534331	0.2039	0.3692	0.4767	0.3482	0.2478	0.4653	0.0855	0.1632	0.2793	0.0716	0.4767	0.2678	0.3478	0.6968	0.2689	0.2188	0.317	0.3823	0	0.1454	0.2738	0.2062	0.2963	0.246	0.2235	0.3923	0.1315	0.2244	0.0522	0.2549	0.1728	0.2364	0.3221	0.2852	0.0596	0.1616	0.3797	0.0661	0.2551	0.4993
1__58506060__58536741__1:58506060|58536741	0.4282	0.5077	0.5596	0.5919	0.2669	0.7806	0.4102	0.2245	0.298	0.2863	0.6157	0.5974	0.664	0.9097	0.4801	0.2735	0.5034	0.8451	0.2152	0.6022	0.6161	0.4897	0.3852	0.5074	0.479	0.4435	0.4165	0.1836	0.1393	0.3505	0.3284	0.3744	0.3221	0.5545	0.328	0.3052	0.4339	0.0793	0.6165	0.5645
1__58527261__58534331__1:58527261|58534331	0.0408	0.0154	0.0415	0.0696	0	0.0901	0.0513	0	0.0559	0.0954	0.0794	0.0206	0.0316	0.0968	0.0576	0.0912	0.0373	0.1006	0.0478	0	0	0.1031	0.0741	0.0461	0.0639	0	0	0.0612	0.0174	0.0478	0.0864	0.0394	0.055	0.0792	0	0.0539	0	0.0264	0.0638	0.0651
1__58527261__58536741__1:58527261|58536741	0.102	0.0154	0.0207	0.0696	0.0191	0.045	0.0171	0	0.0372	0.0477	0.0596	0.0618	0.079	0.1742	0.1921	0.1277	0.0186	0.1006	0.0717	0.0623	0	0.1546	0.0741	0.0615	0.0798	0.0512	0.0658	0.102	0.1045	0.0797	0.1556	0.0788	0.0157	0.0792	0.0298	0.2154	0.1085	0.0529	0	0.0651
1__59321536__59346398__1:59321536|59346398	0.1223	0	0.0829	0.0812	0.0572	0.045	0.0684	0	0.0745	0.0477	0.0596	0.0206	0.0158	0.2323	0.0768	0.1094	0.0559	0.1207	0.1195	0.0623	0.1027	0.0258	0.1037	0.0308	0.0958	0.0853	0.1096	0.2653	0.1045	0	0.1901	0.0985	0.0943	0.0792	0.0596	0.1975	0.0723	0.0397	0.0213	0.1737
1__59321536__59378837__1:59321536|59378837	0.0408	0.0308	0.0829	0.0464	0.0572	0.0751	0	0.0612	0.0372	0.0716	0.0397	0.0206	0.0632	0.1161	0.0192	0.0912	0.0746	0.0402	0.0239	0.0415	0.0685	0	0.0296	0.0615	0.1437	0.1023	0	0.204	0.1045	0.1275	0.1728	0.1182	0.0786	0	0	0.0718	0.0362	0.0661	0	0.1085
1__59339958__59346398__1:59339958|59346398	0.0612	0.1077	0.0415	0.0696	0.0763	0.1351	0.0171	0.0612	0.0745	0.0954	0.0794	0	0.1265	0.1742	0.2113	0.0729	0.0559	0.0604	0.0717	0.0623	0.0685	0.1289	0.0889	0.1384	0.0639	0.1365	0.0438	0.2244	0.1741	0.1434	0.121	0.0197	0.1493	0.1584	0.1193	0.1436	0.1266	0.0925	0.1276	0.1085
1__59339958__59378837__1:59339958|59378837	0.0816	0.1692	0.1865	0.4062	0.1144	0.2552	0.1197	0.2449	0.0745	0.2147	0.2383	0.1854	0.2529	0.5419	0.2881	0.3282	0.1678	0.1811	0.2869	0.1038	0.1711	0.2062	0.3555	0.2614	0.1437	0.2217	0.1754	0.4489	0.1219	0.0956	0.2074	0.2364	0.3692	0.1743	0.0895	0.395	0.4158	0.1057	0.2764	0.3691
1__61899583__61901459__1:61899583|61901459	0.0612	0.0615	0.0829	0.1509	0.1334	0.1351	0.0513	0.0816	0.0931	0.0954	0.0993	0.1854	0.1739	0.4258	0.0768	0.0729	0.0932	0.161	0.0956	0.0623	0.2396	0.1546	0.2222	0.1384	0.1118	0.1876	0.1534	0.4081	0.0871	0.1434	0.0519	0.2364	0.1885	0.0475	0.1193	0.1436	0.0723	0.0793	0.1063	0.0651
1__62444738__62447511__1:62444738|62447511	0.0612	0.0923	0.0829	0.1393	0.0191	0.2552	0.0684	0.0408	0.0372	0.2385	0.1192	0	0.1265	0.0387	0.2113	0.0912	0.0746	0.161	0.0239	0.1246	0	0.1546	0.0741	0.1076	0.1118	0.1023	0.1096	0.1632	0.0348	0.0637	0.121	0.0985	0.0864	0.0634	0.1193	0.0718	0.0362	0.0397	0.085	0.1085
1__63411926__63419440__1:63411926|63419440	0.0408	0	0.0415	0.0232	0.0191	0	0.0342	0	0.0559	0.0716	0.0397	0	0.0474	0.0581	0.0384	0.0547	0.0373	0.0805	0	0.0623	0	0.0515	0	0	0.016	0	0.0438	0.0408	0.0348	0	0	0.1182	0.0628	0.0317	0	0.0539	0.0362	0.0397	0.0425	0.1303
1__63478764__63490218__1:63478764|63490218	0.0408	0	0	0.0464	0	0.06	0.0342	0	0.0186	0.0716	0	0	0.0158	0.0194	0.0384	0	0.0373	0	0.0239	0	0.0685	0.0258	0.0296	0	0.0479	0.0341	0.0877	0.0408	0	0.0478	0.0173	0.0394	0	0.0158	0	0	0	0.0264	0	0
1__65364635__65366196__1:65364635|65366196	0.1631	0.1077	0.228	0.1973	0.1144	0.2702	0.0342	0.0612	0.0372	0.0954	0.0397	0.1648	0.1581	0.3677	0.2881	0.2006	0.1678	0.161	0.1913	0.0831	0.2396	0.1289	0.163	0.1691	0.2714	0.1023	0.3288	0.2448	0.2264	0.3505	0.3457	0.2167	0.22	0.0951	0.0596	0.1795	0.235	0.2379	0.2551	0.2171
1__66891154__66905375__1:66891154|66905375	0.3874	0.4308	0.2073	0.5223	0.2288	0.3753	0.2564	0.1837	0.2235	0.978	0.4171	0.5356	0.4585	0.8323	0.6146	0.3647	0.4288	0.3018	0.526	0.27	0.6161	0.4381	0.4444	0.5382	0.8622	0.597	0.6795	0.8978	0.4353	0.478	0.5185	0.5714	0.5185	0.6179	0.4771	0.8976	0.4339	0.3172	0.5952	0.6947
1__66958059__66963160__1:66958059|66963160	0.3874	0.6616	0.6425	1.1142	0.4575	0.7055	0.547	0.6938	0.3166	0.7395	0.6554	0.5974	0.8853	1.2387	0.749	0.4377	0.6712	0.6238	0.5738	0.8929	0.2054	1.0567	0.6074	0.4152	0.6068	0.3753	0.6795	1.4283	0.5398	0.6692	0.7778	0.6305	0.652	0.4594	0.6262	1.0772	0.687	0.7402	0.5527	0.521
1__70173465__70189273__1:70173465|70189273	0.0408	0	0.0207	0.0232	0.0191	0	0.0171	0	0	0.0477	0	0	0.0316	0.0581	0.0192	0	0.0186	0.0805	0.0478	0.0623	0.0342	0	0.0593	0.0154	0	0.0512	0.0438	0	0.0174	0.0637	0.0864	0	0.0393	0.0317	0	0.1436	0	0	0	0
1__70292388__70306290__1:70292388|70306290	0.0612	0.0462	0.1244	0.0929	0	0.06	0	0.0612	0	0.0477	0.0993	0.103	0.0632	0.1355	0.1729	0.0547	0.0746	0.0402	0.1195	0.2077	0.1711	0.1031	0.1037	0.123	0.1277	0.1194	0.1534	0.0612	0.0522	0.0637	0.0519	0.0788	0.0943	0.0951	0	0.0898	0.0542	0.0793	0.1063	0.1085
1__70292388__70315566__1:70292388|70315566	0.2855	0.3539	0.6011	0.8124	0.3813	0.3753	0.3077	0.2449	0.3352	0.6679	0.6157	0.6386	0.5375	0.9097	0.6722	0.5836	0.3916	0.2817	0.3347	0.3323	0.3765	0.6443	0.5925	0.492	0.5429	0.4435	0.5042	0.6529	0.296	0.4302	0.6222	0.532	0.6049	0.3961	0.3876	1.131	0.3254	0.4494	0.5315	0.4559
1__75732644__75734871__1:75732644|75734871	0.0408	0.0615	0.1244	0.0812	0.0953	0.06	0	0.0612	0	0.0477	0.0397	0.0206	0.0632	0.271	0.1344	0.1094	0.0559	0.0402	0.0478	0.0623	0.1711	0.0258	0.1185	0.0769	0.0479	0	0.1096	0.0816	0.0871	0	0.0346	0.0788	0.0393	0.0634	0.0596	0.1257	0.0723	0.0529	0.0213	0.1085
1__75732644__75750546__1:75732644|75750546	0.0612	0	0.0207	0.0116	0.0191	0.045	0.0171	0.0204	0.0186	0.0954	0.0596	0.0206	0.0158	0.0581	0.0576	0.0365	0.0746	0.0201	0	0	0	0	0	0.0461	0	0.0341	0.0219	0.0204	0	0	0.0864	0	0.0314	0.0317	0.0298	0.0359	0.0181	0.0397	0	0
1__75749419__75750546__1:75749419|75750546	0.0408	0.0308	0	0.0116	0.0381	0.015	0	0.0408	0	0	0	0	0.0316	0.0774	0	0	0	0.1207	0.0239	0.0208	0	0.0515	0.0593	0.0154	0	0.0853	0.0219	0.102	0.0174	0.0637	0.0173	0.0394	0.0236	0.0475	0.0596	0.018	0.0542	0.0529	0	0.0868
1__77154449__77169395__1:77154449|77169395	0.0408	0.1077	0.0415	0.0348	0.0763	0.015	0.0513	0.0612	0	0.0954	0.0596	0.1648	0.0316	0.0581	0.0192	0.0729	0.0559	0.1006	0	0.0415	0	0.0258	0.0296	0.0615	0.016	0.0341	0.0658	0.102	0.0522	0.0637	0.0346	0.0788	0.0707	0.0634	0	0.0898	0.0542	0.0661	0.1063	0.0651
1__77286941__77297947__1:77286941|77297947	0.0408	0.0154	0.0207	0.058	0.0191	0	0.0171	0.0204	0	0	0	0.0412	0.0316	0.0387	0	0.0547	0	0	0	0	0	0	0.0148	0.0615	0.016	0.0341	0.0219	0	0.0174	0	0	0.0394	0.0628	0.0317	0.0298	0.1077	0	0.0397	0.0425	0
1__77701369__77713281__1:77701369|77713281	0.0408	0.0154	0.1036	0.0696	0.1144	0	0	0.0816	0.0186	0	0.0993	0.0618	0.0158	0.2129	0.096	0.0729	0	0.0805	0.0239	0	0.1027	0.1031	0.0593	0.0154	0	0	0.0438	0	0.0871	0.1115	0.0346	0.0394	0	0	0.1193	0.0359	0	0.0925	0.085	0
1__77711747__77714783__1:77711747|77714783	0.102	0.2	0	0.1161	0.1525	0.1651	0.0513	0.0816	0.0559	0.0954	0.1192	0	0.1265	0.0387	0.1152	0.0365	0.0186	0.1811	0.0956	0.1454	0.2054	0.1546	0.2074	0.1076	0.1118	0.0682	0.1315	0.2653	0.0697	0.1434	0.1037	0.2167	0.1021	0.0792	0.0895	0.3052	0.0542	0.119	0.1276	0.1085
1__77711747__77715868__1:77711747|77715868	0.2447	0.3077	0.2902	0.3366	0.1716	0.3903	0.188	0.1428	0.1676	0.4532	0.3376	0.3296	0.2213	0.4258	0.5378	0.3465	0.3729	0.4225	0.1913	0.27	0.2738	0.2577	0.3852	0.1999	0.2395	0.307	0.0438	0.3877	0.2786	0.3027	0.3457	0.6896	0.3299	0.1584	0.1789	0.6822	0.4339	0.4097	0.2976	0.2171
1__77717867__77725762__1:77717867|77725762	0.0408	0.1077	0.0829	0.1509	0.0381	0.0751	0.0342	0.0612	0	0.0239	0.0596	0.0412	0.1897	0.2129	0.1729	0.0365	0.1119	0.161	0.0478	0.1454	0.1027	0	0.0741	0.0923	0.0798	0.1365	0.1534	0.1836	0.0697	0.0956	0.1383	0.1379	0.1571	0.0475	0	0.1616	0.0723	0.0132	0.1488	0.152
1__77734347__77736158__1:77734347|77736158	0.0408	0.0154	0	0.058	0.0381	0	0.0171	0.0204	0	0	0.0596	0.0618	0	0	0.0192	0	0.0559	0	0	0	0	0	0	0	0.0319	0.0171	0	0	0.0174	0.0319	0	0.0394	0.0471	0.0317	0.0298	0	0	0.0264	0.0425	0
1__77801331__77807101__1:77801331|77807101	0.0408	0.0923	0.0622	0.1161	0	0.045	0.0342	0.0612	0.0186	0.0477	0.0596	0.0206	0.1107	0.1548	0.0768	0.0547	0.0559	0.1006	0.0478	0.0623	0.0342	0.1546	0.0593	0.0769	0.0479	0.0171	0.0658	0.0612	0.1741	0	0.1037	0.0394	0.055	0.0158	0.0298	0.1795	0.0723	0.0132	0.0213	0.0434
